Sample	Tax.ID	Genome.Size	Bin.Size	Hits.per.Bin	Obs.CV	Sim.CV	Total.Hits	Delta.CV
CHI132867.AF	35128	172641	1000	0.0517241379310345	4.29410134467987	4.28114066279969	9	0.0129606818801804
CHI132867.AF	75379	3462095	1000	0.00144341801385681	26.3058884850223	26.3020867788033	5	0.00380170621897591
CHI132867.AF	101510	9702737	1000	0.00113355317394889	36.912224372326	29.6847052281209	11	7.22751914420514
CHI132867.AF	108098	70137	1000	0.0694444444444444	3.68628978708487	3.65903968666253	5	0.0272501004223371
CHI132867.AF	150340	5089025	1000	0.00137497544686702	26.9523357620662	26.9496854500235	7	0.00265031204276411
CHI132867.AF	176279	2643840	1000	0.00264650283553875	19.4164794907796	19.4128003788827	7	0.00367911189685088
CHI132867.AF	176280	2564615	1000	0.00272798129384256	19.1236490122971	19.1199135529516	7	0.00373545934546371
CHI132867.AF	204773	3424307	1000	0.00379451255107998	16.2054038858609	16.2030303322631	13	0.00237355359773872
CHI132867.AF	208435	2160267	1000	0.00832562442183164	10.9163285781531	10.9137836641704	18	0.00254491398268542
CHI132867.AF	208963	6537648	1000	0.00321150022939287	17.6189791350131	17.6176277259489	21	0.00135140906417774
CHI132867.AF	208964	6264404	1000	0.003830194701564	16.1283863741475	16.1270946032662	24	0.00129177088122745
CHI132867.AF	211110	2211485	1000	0.00542250338906462	13.5462018881209	13.5431256389715	12	0.00307624914938565
CHI132867.AF	216591	8055782	1000	0.0013652724339084	27.0470948846455	27.0454142618318	11	0.00168062281364101
CHI132867.AF	216595	6722539	1000	0.0037180249851279	16.3707011824969	16.3694794414899	25	0.00122174100693329
CHI132867.AF	220341	5133713	1000	0.0255111976630964	70.5689114709233	6.25203654902899	131	64.3168749218944
CHI132867.AF	232721	4585154	1000	0.026814911706998	6.41503976870555	6.098633629542	123	0.316406139163549
CHI132867.AF	234621	6895538	1000	0.0342177758445701	5.45113566629644	5.4050990255817	236	0.0460366407147381
CHI132867.AF	264198	7255290	1000	0.00124018189334436	28.380350983391	28.3783933796906	9	0.00195760370042564
CHI132867.AF	266264	6913352	1000	0.00130151843817787	27.7027853451746	27.7007798581757	9	0.00200548699890746
CHI132867.AF	266779	4935185	1000	0.00101276078590237	31.4101868495787	31.4070030071735	5	0.00318384240520331
CHI132867.AF	267608	5810922	1000	0.00103234686854783	31.110017517307	31.1073387359928	6	0.00267878131417376
CHI132867.AF	269482	8391070	1000	0.0173954485881091	7.62024849828694	7.59434206929502	146	0.025906428991922
CHI132867.AF	272630	6879778	1000	0.000871966283970353	33.8526199706311	33.8501582299359	6	0.00246174069519611
CHI132867.AF	280463	207376244	1000	3.85768982244983e-05	161.001164578958	161.00077638254	8	0.000388196418469988
CHI132867.AF	290340	5226648	1000	0.0026778882938026	24.2059579770828	19.2984039170486	14	4.90755406003419
CHI132867.AF	290399	5070478	1000	0.00177444794952681	23.7205921380135	23.7182499403372	9	0.00234219767634869
CHI132867.AF	296543	50653434	1000	0.000118448326917382	91.8785429260564	91.8776359270753	6	0.000906998981065499
CHI132867.AF	296591	5898676	1000	0.00135593220338983	27.1408336583417	27.1385307569261	8	0.00230290141558953
