Sample	Tax.ID	Genome.Size	Bin.Size	Hits.per.Bin	Obs.CV	Sim.CV	Total.Hits	Delta.CV
GU13	171101	2038615	1000	0.00490196078431373	14.2513002426852	14.247791351314	10	0.00350889137120625
GU13	176279	2643840	1000	0.00453686200378072	14.81552068957	14.8127080521614	12	0.00281263740857796
GU13	176280	2564615	1000	0.00467653936087295	14.59165204121	14.5887962429747	12	0.0028557982352968
GU13	204773	3424307	1000	0.00175131348511384	23.8781578719478	23.8746676755916	6	0.00349019635624614
GU13	216595	6722539	1000	0.00163593099345628	26.8611341606152	24.7036959184571	11	2.15743824215816
GU13	220341	5133713	1000	0.00194741966893866	71.6589143093865	22.6384589728175	10	49.0204553365691
GU13	232721	4585154	1000	0.0026160889470242	19.5277529032306	19.5256190701524	12	0.00213383307810844
GU13	243273	580076	1000	0.013745704467354	14.1210877938609	8.47044812151697	8	5.65063967234395
GU13	265311	793224	1000	0.00628930817610063	20.3204181912183	12.5697649609196	5	7.7506532302987
GU13	269482	8391070	1000	0.000595734540688669	40.9609558564142	40.9585144342389	5	0.00244142217535881
GU13	272633	1358633	1000	0.0691176470588235	17.6194782758941	3.79352762705245	94	13.8259506488417
GU13	272634	816394	1000	0.00855745721271394	18.7082682409951	10.7636468000848	7	7.94462144091029
GU13	273119	751719	1000	26.6613545816733	0.5484391560851	0.193225526840388	20076	0.355213629244712
GU13	295405	5310990	1000	0.00131777108433735	31.2226999017106	27.5292023392732	7	3.69349756243745
GU13	334413	1986740	1000	0.0618712273641851	8.43659857636354	4.009324525553	123	4.42727405081054
GU13	347256	665445	1000	0.0254872563718141	12.4041887481841	6.1833549804846	17	6.22083376769948
GU13	358220	5196935	1000	0.00211619853789919	21.7171864823754	21.7150933588989	11	0.00209312347652713
GU13	365659	2146611	1000	0.00512104283054004	13.941420764751	13.9381599808445	11	0.00326078390658147
GU13	370554	1937111	1000	0.0072202166064982	25.5394785357941	11.7260189584366	14	13.8134595773575
GU13	373153	2046115	1000	0.00634765625	13.4485486267256	12.5115151111574	13	0.937033515568194
GU13	435590	5163189	1000	0.00309777347531462	17.9408700584639	17.9391281398936	16	0.00174191857026429
GU13	439843	4823887	1000	0.00207253886010363	69.462219947249	21.9431040054536	10	47.5191159417954
GU13	454169	4983515	1000	0.00200601805416249	70.6045324324154	22.3047039744067	10	48.2998284580088
GU13	504474	2369219	1000	0.00210881484605652	25.7518872357451	21.7531529279038	5	3.9987343078413
GU13	505682	751679	1000	25.1208499335989	0.493286080253723	0.197524890917577	18916	0.295761189336146
GU13	522373	4851126	1000	0.00144240675870596	26.3140341789497	26.3113195714632	7	0.00271460748656338
GU13	525919	1998633	1000	0.009	17.5441122102335	10.4933616356339	18	7.05075057459958
GU13	535289	3796573	1000	0.00184307530279094	23.274751555541	23.271682422417	7	0.00306913312399715
GU13	553199	2495334	1000	0.0252302763315979	6.31736930415089	6.31607297661619	63	0.00129632753470155
GU13	565575	874478	1000	0.301369863013699	6.45024733424722	1.81860419286086	264	4.63164314138637
GU13	574093	2130580	1000	0.00515947467166979	25.519391521977	13.8858832997738	11	11.6335082222032
GU13	585396	5766081	1000	0.00173370319001387	75.9473501841901	23.9958297191948	10	51.9515204649953
GU13	596154	5070751	1000	0.000985804416403785	31.8370828161154	31.8339416693735	5	0.00314114674190336
GU13	657315	4143550	1000	0.00217129071170084	21.4398333054726	21.437241916897	9	0.00259138857557417
GU13	708616	977612	1000	0.0572012257405516	21.9999882621729	4.17115142895144	56	17.8288368332215
GU13	710127	1012800	1000	0.0138067061143984	23.846224522935	8.45148826348775	14	15.3947362594473
GU13	710128	1012027	1000	0.0138067061143984	18.4603645557774	8.45148826348775	14	10.0088762922897
GU13	718252	3321367	1000	0.00180559735179055	23.5159466989339	23.5124027356818	6	0.00354396325207418
GU13	718255	4286292	1000	0.00186567164179104	23.1327645536491	23.1300625992872	8	0.00270195436193532
GU13	866775	2080974	1000	0.00288184438040346	32.2567785082593	18.6010644684377	6	13.6557140398216
GU13	869309	2129934	1000	0.00563115908024402	14.3623589266682	13.2884499762483	12	1.07390895041987
GU13	908937	3350206	1000	0.00149164677804296	25.8766257704766	25.8727609890021	5	0.00386478147449054
GU13	909952	2494578	1000	0.00320512820512821	17.6387258411314	17.6351821413327	8	0.00354369979873681
GU13	927666	1958690	1000	0.00306122448979592	18.0508423057272	18.0462251194622	6	0.0046171862650084
GU13	1037911	6019547	1000	0.00232519515030726	24.7687231555386	20.714035683518	14	4.05468747202058
GU13	1091045	2488626	1000	0.0100401606425703	10.3252513571627	9.92973384073863	25	0.395517516424052
GU13	1114967	2522885	1000	0.00277337559429477	21.5122101758551	18.9623597873553	7	2.54985038849984
GU13	1114969	2498766	1000	0.0228	6.77907822622863	6.60357607401203	57	0.175502152216605
GU13	1134454	2549775	1000	0.013328106624853	9.34366735722516	8.60401249374651	34	0.73965486347865
GU13	1136179	6371421	1000	0.000784559861917464	35.6903330672428	35.6875310778291	5	0.00280198941369747
GU13	1207075	6183388	1000	0.000970088924818108	41.4407193053461	32.0910142961418	6	9.34970500920433
GU13	1282356	5512241	1000	0.000906782734856728	33.1963831597427	33.193370646292	5	0.00301251345065623
GU13	1318615	2029198	1000	0.00787789266371246	22.8664521601055	11.2221672572516	16	11.644284902854
GU13	1406864	825824	1000	0.0060459492140266	20.7258152767557	12.8218185255848	5	7.90399675117084
GU13	1415630	7012672	1000	0.00142571998859424	26.4669581113301	26.4650688955952	10	0.0018892157349093
