Sample	Tax.ID	Genome.Size	Bin.Size	Hits.per.Bin	Obs.CV	Sim.CV	Total.Hits	Delta.CV
GU1125	10679	33593	1000	0.657142857142857	2.85748834307753	1.19156686181817	23	1.66592148125937
GU1125	35128	172641	1000	0.028735632183908	6.92790286813326	5.8133767155767	5	1.11452615255656
GU1125	45406	165890	1000	0.0419161676646707	12.9228479833201	4.78037112073404	7	8.14247686258604
GU1125	60481	4799109	1000	0.149552176629869	19.1909911474336	2.58407718682788	718	16.6069139606057
GU1125	69328	5966222	1000	0.00134048257372654	49.2331813972486	27.2946854412277	8	21.9384959560209
GU1125	75379	3462095	1000	0.00173210161662818	24.0104093959446	24.0069384267275	6	0.00347096921701961
GU1125	99287	4951371	1000	0.0133252574197456	12.9351276609023	8.67089479075928	66	4.26423287014302
GU1125	101510	9702737	1000	0.000824402308326463	34.8155842952794	34.813789075773	8	0.00179521950640549
GU1125	155864	5620522	1000	1.00729277837069	4.07861485895341	0.99529048862299	5663	3.08332437033042
GU1125	164756	5920523	1000	0.00118203309692671	36.4506917663886	29.068881217074	7	7.38181054931463
GU1125	176279	2643840	1000	0.00378071833648393	17.7909996113471	16.232672591963	10	1.55832701938413
GU1125	176280	2564615	1000	0.00428682774746687	16.5768827121498	15.2404846613581	11	1.33639805079173
GU1125	179408	8272254	1000	0.00181290790427846	23.4662854719249	23.4648649510192	15	0.00142052090571809
GU1125	187272	3275944	1000	0.00152578577967653	30.2793622822506	25.5812383540201	5	4.69812392823046
GU1125	187410	4701745	1000	0.00552838613650861	29.8278066985577	13.4120994197584	26	16.4157072787993
GU1125	190485	5076188	1000	0.00137849547065774	26.9178613515788	26.9152076448743	7	0.00265370670445719
GU1125	195103	3256683	1000	0.00184162062615101	23.2844671574741	23.280887956911	6	0.00357920056312366
GU1125	196162	5293685	1000	0.00113314447592068	29.692869670272	29.6900630272042	6	0.00280664306788481
GU1125	196164	3219505	1000	0.00714063955293387	13.7044723387093	11.7916572674135	23	1.91281507129574
GU1125	198214	4828820	1000	0.319047619047619	6.84800469379532	1.77119861081019	1541	5.07680608298513
GU1125	198215	4599354	1000	1.68485111932189	3.5832163683084	0.769737206412155	7752	2.81347916189624
GU1125	198628	4922802	1000	0.00345247766043867	24.4019078899449	16.9896105783867	17	7.41229731155819
GU1125	199310	5231428	1000	4.23791324288171	2.90185389244477	0.485854891852256	22177	2.41599900059252
GU1125	204773	3424307	1000	0.00233508464681845	20.6730439105021	20.6700204269598	8	0.0030234835423073
GU1125	205913	2389526	1000	0.00209117524048515	21.8494774599295	21.8449002087868	5	0.00457725114266339
GU1125	205914	2012878	1000	0.148460774577954	16.5146748134611	2.59355165357424	299	13.9211231598868
GU1125	205922	6438405	1000	0.00124223602484472	28.3570954808375	28.3548913608962	8	0.00220411994128256
GU1125	208596	2685399	1000	0.00223297357647934	21.1423671746878	21.1384252716966	6	0.00394190299123665
GU1125	208963	6537648	1000	0.00290564306468879	30.3798187397776	18.5245175325245	19	11.8553012072531
GU1125	209261	4791961	1000	0.0116837054037137	22.094874656405	9.28046700089991	56	12.814407655505
GU1125	214092	4829855	1000	0.202442558476506	13.8001509466508	2.21885520792329	978	11.5812957387275
GU1125	215689	3957675	1000	0.0037888355645365	24.0790320487119	16.2152119154949	15	7.86382013321701
GU1125	216592	5355323	1000	0.271420571215232	5.5971891831358	1.92030328571072	1454	3.67688589742509
GU1125	216595	6722539	1000	0.00252825698988697	19.8642416240991	19.8627609296984	17	0.00148069440070131
GU1125	216599	5220473	1000	0.586365377250096	4.46979414997549	1.30580002208923	3062	3.16399412788626
GU1125	218491	5064019	1000	0.0126332412159495	43.7206528148301	8.91047872005592	64	34.8101740947742
GU1125	218493	4460105	1000	0.00649932765575975	18.2572392300691	12.3637313332922	29	5.89350789677689
GU1125	220341	5133713	1000	0.259591041869523	15.8012481112436	1.96445250220704	1333	13.8367956090366
GU1125	226186	6293399	1000	0.00365369340746624	16.5148108817872	16.5134944871211	23	0.0013163946661372
GU1125	227940	30728	1000	5.84375	1.86754569357057	0.373444788563005	187	1.49410090500757
GU1125	232721	4585154	1000	0.0115543928493569	11.3151307525817	9.33767068049706	53	1.97746007208462
GU1125	234621	6895538	1000	0.0313179643323184	5.89738001101608	5.65414664636148	216	0.243233364654599
GU1125	245014	3601020	1000	0.0019428254232584	22.6684120505629	22.6652608122026	7	0.00315123836032782
GU1125	245018	3114788	1000	0.00866495507060334	10.6978565753639	10.6961253812185	27	0.00173119414541745
GU1125	259536	2650701	1000	0.00414781297134238	15.4977893668113	15.4948561154254	11	0.0029332513859277
GU1125	261292	3783444	1000	0.00290620871862616	18.5251606723344	18.5227068427212	11	0.0024538296132377
GU1125	262724	2127482	1000	0.00234852043212776	20.6155190102056	20.6106677204647	5	0.00485128974098714
GU1125	262728	1932306	1000	0.0439503619441572	27.1843067176481	4.77735874701466	85	22.4069479706334
GU1125	266264	6913352	1000	0.00101229211858279	31.4165541717728	31.4142804925904	7	0.00227367918241583
